DateTime,State,Fuel Type,Supply
10/12/2022 00:00,SA,Wind,165454.616
10/12/2022 00:00,TAS,Gas,0
10/12/2022 00:00,TAS,Hydro,100227.45
10/12/2022 00:00,TAS,Wind,40573.874
10/12/2022 00:00,VIC,Battery,1220.589
10/12/2022 00:00,VIC,Brown coal,592179.914
10/12/2022 00:00,VIC,Gas,3.808
10/12/2022 00:00,VIC,Hydro,30333.404
10/12/2022 00:00,VIC,Solar,30301.383
10/12/2022 00:00,VIC,Wind,273994.826
17/12/2022 00:00,NSW,Battery,312.093
17/12/2022 00:00,NSW,Black coal,637816.201
17/12/2022 00:00,NSW,Gas,437.867
17/12/2022 00:00,NSW,Hydro,73663.685
17/12/2022 00:00,NSW,Liquid Fuel,0
17/12/2022 00:00,NSW,Solar,151366.393
17/12/2022 00:00,NSW,Wind,87486.935
17/12/2022 00:00,QLD,Battery,222.836
17/12/2022 00:00,QLD,Biomass,4525.467
17/12/2022 00:00,QLD,Black coal,793640.896
17/12/2022 00:00,QLD,Gas,51727.224
17/12/2022 00:00,QLD,Hydro,17928.217
17/12/2022 00:00,QLD,Liquid Fuel,0
17/12/2022 00:00,QLD,Solar,110924.219
17/12/2022 00:00,QLD,Wind,47533.342
17/12/2022 00:00,SA,Battery,1046.551
17/12/2022 00:00,SA,Gas,44621.571
17/12/2022 00:00,SA,Liquid Fuel,544.993
17/12/2022 00:00,SA,Solar,18179.121
17/12/2022 00:00,SA,Wind,119462.939
17/12/2022 00:00,TAS,Gas,1183.825
17/12/2022 00:00,TAS,Hydro,137987.849
17/12/2022 00:00,TAS,Wind,18347.469
17/12/2022 00:00,VIC,Battery,1530.752
17/12/2022 00:00,VIC,Brown coal,602453.421
17/12/2022 00:00,VIC,Gas,2142.429
17/12/2022 00:00,VIC,Hydro,40853.99
17/12/2022 00:00,VIC,Solar,43515.812
17/12/2022 00:00,VIC,Wind,136334.044
24/12/2022 00:00,NSW,Battery,220.385
24/12/2022 00:00,NSW,Black coal,580529.6
24/12/2022 00:00,NSW,Gas,10949.505
24/12/2022 00:00,NSW,Hydro,68401.882
24/12/2022 00:00,NSW,Liquid Fuel,0
24/12/2022 00:00,NSW,Solar,145010.188
24/12/2022 00:00,NSW,Wind,109232.906
24/12/2022 00:00,QLD,Battery,679.787
24/12/2022 00:00,QLD,Biomass,3067.842
24/12/2022 00:00,QLD,Black coal,793629.424
24/12/2022 00:00,QLD,Gas,52579.565
24/12/2022 00:00,QLD,Hydro,16730.869
24/12/2022 00:00,QLD,Liquid Fuel,0
24/12/2022 00:00,QLD,Solar,110843.682
24/12/2022 00:00,QLD,Wind,44911.495
24/12/2022 00:00,SA,Battery,876.728
24/12/2022 00:00,SA,Gas,50251.132
24/12/2022 00:00,SA,Liquid Fuel,53.304
24/12/2022 00:00,SA,Solar,21351.089
24/12/2022 00:00,SA,Wind,130933.197
24/12/2022 00:00,TAS,Gas,743.078
24/12/2022 00:00,TAS,Hydro,107488.228
24/12/2022 00:00,TAS,Wind,29792.367
24/12/2022 00:00,VIC,Battery,1702.297
24/12/2022 00:00,VIC,Brown coal,635526.491
24/12/2022 00:00,VIC,Gas,8909.396
24/12/2022 00:00,VIC,Hydro,32422.227
24/12/2022 00:00,VIC,Solar,44588.206
24/12/2022 00:00,VIC,Wind,160428.706
31/12/2022 00:00,NSW,Battery,190.801
31/12/2022 00:00,NSW,Black coal,553198.664
31/12/2022 00:00,NSW,Gas,12568.314
31/12/2022 00:00,NSW,Hydro,63262.554
31/12/2022 00:00,NSW,Liquid Fuel,0
31/12/2022 00:00,NSW,Solar,147763.759
31/12/2022 00:00,NSW,Wind,127592.259
31/12/2022 00:00,QLD,Battery,802.906
31/12/2022 00:00,QLD,Biomass,2488.792
31/12/2022 00:00,QLD,Black coal,819398.649
31/12/2022 00:00,QLD,Gas,79364.915
31/12/2022 00:00,QLD,Hydro,28146.417
31/12/2022 00:00,QLD,Liquid Fuel,0
31/12/2022 00:00,QLD,Solar,124487.051
31/12/2022 00:00,QLD,Wind,28792.231
31/12/2022 00:00,SA,Battery,914.584
31/12/2022 00:00,SA,Gas,28067.152
31/12/2022 00:00,SA,Liquid Fuel,433.183
31/12/2022 00:00,SA,Solar,22164.142
31/12/2022 00:00,SA,Wind,146844.744
31/12/2022 00:00,TAS,Gas,1065.044
31/12/2022 00:00,TAS,Hydro,103853.63
31/12/2022 00:00,TAS,Wind,29070.851
31/12/2022 00:00,VIC,Battery,1248.871
31/12/2022 00:00,VIC,Brown coal,615965.127
31/12/2022 00:00,VIC,Gas,5318.651
31/12/2022 00:00,VIC,Hydro,21481.171
31/12/2022 00:00,VIC,Solar,43212.499
31/12/2022 00:00,VIC,Wind,214504.548
07/01/2023 00:00,NSW,Battery,234.071
07/01/2023 00:00,NSW,Black coal,680279.42
07/01/2023 00:00,NSW,Gas,16963.009
07/01/2023 00:00,NSW,Hydro,95734.286
07/01/2023 00:00,NSW,Liquid Fuel,0
07/01/2023 00:00,NSW,Solar,165749.435
07/01/2023 00:00,NSW,Wind,84767.564
07/01/2023 00:00,QLD,Battery,86.628
07/01/2023 00:00,QLD,Biomass,862.417
07/01/2023 00:00,QLD,Black coal,836126.53
07/01/2023 00:00,QLD,Gas,81454.044
07/01/2023 00:00,QLD,Hydro,32983.265
07/01/2023 00:00,QLD,Liquid Fuel,0
07/01/2023 00:00,QLD,Solar,90975.319
07/01/2023 00:00,QLD,Wind,31669.309
07/01/2023 00:00,SA,Battery,999.293
07/01/2023 00:00,SA,Gas,62301.472
07/01/2023 00:00,SA,Liquid Fuel,402.518
07/01/2023 00:00,SA,Solar,26513.644
07/01/2023 00:00,SA,Wind,127024.437
07/01/2023 00:00,TAS,Gas,2581.542
07/01/2023 00:00,TAS,Hydro,119384.463
07/01/2023 00:00,TAS,Wind,24140.397
07/01/2023 00:00,VIC,Battery,1314.47
07/01/2023 00:00,VIC,Brown coal,670909.369
07/01/2023 00:00,VIC,Gas,22361.615
07/01/2023 00:00,VIC,Hydro,38614.927
07/01/2023 00:00,VIC,Solar,53357.856
07/01/2023 00:00,VIC,Wind,135083.397
14/01/2023 00:00,NSW,Battery,250.51
14/01/2023 00:00,NSW,Black coal,671139.986
14/01/2023 00:00,NSW,Gas,11694.619
14/01/2023 00:00,NSW,Hydro,59299.088
14/01/2023 00:00,NSW,Liquid Fuel,0
14/01/2023 00:00,NSW,Solar,133604.267
14/01/2023 00:00,NSW,Wind,128878.467
14/01/2023 00:00,QLD,Battery,408.118
14/01/2023 00:00,QLD,Biomass,1610.1
14/01/2023 00:00,QLD,Black coal,827056.418
14/01/2023 00:00,QLD,Gas,79750.071
14/01/2023 00:00,QLD,Hydro,31372.861
14/01/2023 00:00,QLD,Liquid Fuel,0
14/01/2023 00:00,QLD,Solar,103082.961
14/01/2023 00:00,QLD,Wind,54221.26
14/01/2023 00:00,SA,Battery,1040.41
14/01/2023 00:00,SA,Gas,39947.723
14/01/2023 00:00,SA,Liquid Fuel,1359.162
14/01/2023 00:00,SA,Solar,18355.822
14/01/2023 00:00,SA,Wind,157781.523
14/01/2023 00:00,TAS,Gas,2049.104
14/01/2023 00:00,TAS,Hydro,101922.397
14/01/2023 00:00,TAS,Wind,32341.182
14/01/2023 00:00,VIC,Battery,1399.51
14/01/2023 00:00,VIC,Brown coal,598860.76
14/01/2023 00:00,VIC,Gas,11797.379
14/01/2023 00:00,VIC,Hydro,37756.51
14/01/2023 00:00,VIC,Solar,35762.393
14/01/2023 00:00,VIC,Wind,214894.921
21/01/2023 00:00,NSW,Battery,289.2
21/01/2023 00:00,NSW,Black coal,734832.749
21/01/2023 00:00,NSW,Gas,6294.08
21/01/2023 00:00,NSW,Hydro,79420.067
21/01/2023 00:00,NSW,Liquid Fuel,0
21/01/2023 00:00,NSW,Solar,145188.829
21/01/2023 00:00,NSW,Wind,80958.527
21/01/2023 00:00,QLD,Battery,845.963
21/01/2023 00:00,QLD,Biomass,1962.158
21/01/2023 00:00,QLD,Black coal,915326.936
21/01/2023 00:00,QLD,Gas,95793.856
21/01/2023 00:00,QLD,Hydro,30964.227
21/01/2023 00:00,QLD,Liquid Fuel,0
21/01/2023 00:00,QLD,Solar,124328.382
21/01/2023 00:00,QLD,Wind,33066.055
21/01/2023 00:00,SA,Battery,1033.678
21/01/2023 00:00,SA,Gas,51143.575
21/01/2023 00:00,SA,Liquid Fuel,1402.003
21/01/2023 00:00,SA,Solar,19512.498
21/01/2023 00:00,SA,Wind,125153.224
21/01/2023 00:00,TAS,Gas,677.51
21/01/2023 00:00,TAS,Hydro,118156.119
21/01/2023 00:00,TAS,Wind,23642.908
21/01/2023 00:00,VIC,Battery,1861.855
21/01/2023 00:00,VIC,Brown coal,676466.661
21/01/2023 00:00,VIC,Gas,3190.935
21/01/2023 00:00,VIC,Hydro,43960.807
21/01/2023 00:00,VIC,Solar,45011.962
21/01/2023 00:00,VIC,Wind,128612.574
28/01/2023 00:00,NSW,Battery,496.005
28/01/2023 00:00,NSW,Black coal,785055.105
28/01/2023 00:00,NSW,Gas,28725.1
28/01/2023 00:00,NSW,Hydro,93246.048
28/01/2023 00:00,NSW,Liquid Fuel,89.717
28/01/2023 00:00,NSW,Solar,121762.359
28/01/2023 00:00,NSW,Wind,109992.187
28/01/2023 00:00,QLD,Battery,742.864
28/01/2023 00:00,QLD,Biomass,1797.467
28/01/2023 00:00,QLD,Black coal,937225.661
28/01/2023 00:00,QLD,Gas,142947.759
28/01/2023 00:00,QLD,Hydro,32742.887
28/01/2023 00:00,QLD,Liquid Fuel,2257.352
28/01/2023 00:00,QLD,Solar,115760.714
28/01/2023 00:00,QLD,Wind,21635.815
28/01/2023 00:00,SA,Battery,1225.671
28/01/2023 00:00,SA,Gas,44673.899
28/01/2023 00:00,SA,Liquid Fuel,6.5
28/01/2023 00:00,SA,Solar,18158.525
28/01/2023 00:00,SA,Wind,121125.689
28/01/2023 00:00,TAS,Gas,196.865
28/01/2023 00:00,TAS,Hydro,111546.325
28/01/2023 00:00,TAS,Wind,25789.688
28/01/2023 00:00,VIC,Battery,1832.297
28/01/2023 00:00,VIC,Brown coal,660135.888
28/01/2023 00:00,VIC,Gas,112.475
28/01/2023 00:00,VIC,Hydro,27552.507
28/01/2023 00:00,VIC,Solar,34631.039
28/01/2023 00:00,VIC,Wind,200010.159
04/02/2023 00:00,NSW,Battery,289.511
04/02/2023 00:00,NSW,Black coal,798684.967
04/02/2023 00:00,NSW,Gas,436.897
04/02/2023 00:00,NSW,Hydro,35714.161
04/02/2023 00:00,NSW,Liquid Fuel,0.517
04/02/2023 00:00,NSW,Solar,155444.094
04/02/2023 00:00,NSW,Wind,105734.244
04/02/2023 00:00,QLD,Battery,909.364
04/02/2023 00:00,QLD,Biomass,511.975
04/02/2023 00:00,QLD,Black coal,906015.009
04/02/2023 00:00,QLD,Gas,75247.649
04/02/2023 00:00,QLD,Hydro,29396.259
04/02/2023 00:00,QLD,Liquid Fuel,0
04/02/2023 00:00,QLD,Solar,126312.713
04/02/2023 00:00,QLD,Wind,44466.79
04/02/2023 00:00,SA,Battery,1302.953
04/02/2023 00:00,SA,Gas,47768.446
04/02/2023 00:00,SA,Liquid Fuel,775.561
04/02/2023 00:00,SA,Solar,26393.146
04/02/2023 00:00,SA,Wind,110878.478
04/02/2023 00:00,TAS,Gas,0
04/02/2023 00:00,TAS,Hydro,115215.605
04/02/2023 00:00,TAS,Wind,22378.701
04/02/2023 00:00,VIC,Battery,2101.601
04/02/2023 00:00,VIC,Brown coal,603152.187
04/02/2023 00:00,VIC,Gas,9783.213
04/02/2023 00:00,VIC,Hydro,50658.998
04/02/2023 00:00,VIC,Solar,49357.309
04/02/2023 00:00,VIC,Wind,142939.912
11/02/2023 00:00,NSW,Battery,320.562
11/02/2023 00:00,NSW,Black coal,778048.438
11/02/2023 00:00,NSW,Gas,3621.137
11/02/2023 00:00,NSW,Hydro,36324.886
11/02/2023 00:00,NSW,Liquid Fuel,1.742
11/02/2023 00:00,NSW,Solar,154767.73
11/02/2023 00:00,NSW,Wind,101742.035
11/02/2023 00:00,QLD,Battery,716.682
11/02/2023 00:00,QLD,Biomass,421.783
11/02/2023 00:00,QLD,Black coal,936019.501
11/02/2023 00:00,QLD,Gas,86681.805
11/02/2023 00:00,QLD,Hydro,28711.688
11/02/2023 00:00,QLD,Liquid Fuel,427.432
11/02/2023 00:00,QLD,Solar,124683.625
11/02/2023 00:00,QLD,Wind,50207.805
11/02/2023 00:00,SA,Battery,1313.023
11/02/2023 00:00,SA,Gas,58433.835
11/02/2023 00:00,SA,Liquid Fuel,2165.86
11/02/2023 00:00,SA,Solar,25627.416
11/02/2023 00:00,SA,Wind,98579.808
11/02/2023 00:00,TAS,Gas,785.961
11/02/2023 00:00,TAS,Hydro,128298.275
11/02/2023 00:00,TAS,Wind,22890.182
11/02/2023 00:00,VIC,Battery,2025.183
11/02/2023 00:00,VIC,Brown coal,570609.29
11/02/2023 00:00,VIC,Gas,23022.125
11/02/2023 00:00,VIC,Hydro,51912.413
11/02/2023 00:00,VIC,Solar,44760.66
11/02/2023 00:00,VIC,Wind,200315.139
18/02/2023 00:00,NSW,Battery,125.11
18/02/2023 00:00,NSW,Black coal,731518.102
18/02/2023 00:00,NSW,Gas,3016.318
18/02/2023 00:00,NSW,Hydro,31185.445
18/02/2023 00:00,NSW,Liquid Fuel,1.75
18/02/2023 00:00,NSW,Solar,152765.719
18/02/2023 00:00,NSW,Wind,129502.678
18/02/2023 00:00,QLD,Battery,471.194
18/02/2023 00:00,QLD,Biomass,750.992
18/02/2023 00:00,QLD,Black coal,912677.959
18/02/2023 00:00,QLD,Gas,70285.26
18/02/2023 00:00,QLD,Hydro,30454.178
18/02/2023 00:00,QLD,Liquid Fuel,0
18/02/2023 00:00,QLD,Solar,107221.725
18/02/2023 00:00,QLD,Wind,52511.428
18/02/2023 00:00,SA,Battery,1392.181
18/02/2023 00:00,SA,Gas,61627.131
18/02/2023 00:00,SA,Liquid Fuel,1718.334
18/02/2023 00:00,SA,Solar,23933.476
18/02/2023 00:00,SA,Wind,157753.617
18/02/2023 00:00,TAS,Gas,479.251
18/02/2023 00:00,TAS,Hydro,101743.521
18/02/2023 00:00,TAS,Wind,42424.732
18/02/2023 00:00,VIC,Battery,1475.29
18/02/2023 00:00,VIC,Brown coal,621667.421
18/02/2023 00:00,VIC,Gas,14497.18
18/02/2023 00:00,VIC,Hydro,42357.115
18/02/2023 00:00,VIC,Solar,44125.919
18/02/2023 00:00,VIC,Wind,216487.517
25/02/2023 00:00,NSW,Battery,155.496
25/02/2023 00:00,NSW,Black coal,746142.969
25/02/2023 00:00,NSW,Gas,130.611
25/02/2023 00:00,NSW,Hydro,55350.381
25/02/2023 00:00,NSW,Liquid Fuel,2.3
25/02/2023 00:00,NSW,Solar,149381.582
25/02/2023 00:00,NSW,Wind,107961.481
25/02/2023 00:00,QLD,Battery,692.988
25/02/2023 00:00,QLD,Biomass,1219.317
25/02/2023 00:00,QLD,Black coal,914634.96
25/02/2023 00:00,QLD,Gas,98563.821
25/02/2023 00:00,QLD,Hydro,29109.311
25/02/2023 00:00,QLD,Liquid Fuel,0
25/02/2023 00:00,QLD,Solar,106876.135
25/02/2023 00:00,QLD,Wind,36181.757
25/02/2023 00:00,SA,Battery,1123.488
25/02/2023 00:00,SA,Gas,52623.82
25/02/2023 00:00,SA,Liquid Fuel,2.675
25/02/2023 00:00,SA,Solar,24171.374
25/02/2023 00:00,SA,Wind,102201.985
25/02/2023 00:00,TAS,Gas,881.464
25/02/2023 00:00,TAS,Hydro,102410.536
25/02/2023 00:00,TAS,Wind,28323.611
25/02/2023 00:00,VIC,Battery,1469.231
25/02/2023 00:00,VIC,Brown coal,609527.098
25/02/2023 00:00,VIC,Gas,3486.641
25/02/2023 00:00,VIC,Hydro,43358.652
25/02/2023 00:00,VIC,Solar,41157.259
25/02/2023 00:00,VIC,Wind,163113.669
04/03/2023 00:00,NSW,Battery,303.723
04/03/2023 00:00,NSW,Black coal,705884.559
04/03/2023 00:00,NSW,Gas,55428.87
04/03/2023 00:00,NSW,Hydro,62837.104
04/03/2023 00:00,NSW,Liquid Fuel,12.167
04/03/2023 00:00,NSW,Solar,138703.634
04/03/2023 00:00,NSW,Wind,125471.278
04/03/2023 00:00,QLD,Battery,313.238
04/03/2023 00:00,QLD,Biomass,0
04/03/2023 00:00,QLD,Black coal,964398.023
04/03/2023 00:00,QLD,Gas,106868.189
04/03/2023 00:00,QLD,Hydro,30172.385
04/03/2023 00:00,QLD,Liquid Fuel,0
04/03/2023 00:00,QLD,Solar,83368.377
04/03/2023 00:00,QLD,Wind,30434.335
04/03/2023 00:00,SA,Battery,1152.332
04/03/2023 00:00,SA,Gas,44449.527
04/03/2023 00:00,SA,Liquid Fuel,36.97
04/03/2023 00:00,SA,Solar,17898.938
04/03/2023 00:00,SA,Wind,128596.255
04/03/2023 00:00,TAS,Gas,866.351
04/03/2023 00:00,TAS,Hydro,108464.055
04/03/2023 00:00,TAS,Wind,58573.945
04/03/2023 00:00,VIC,Battery,1385.513
04/03/2023 00:00,VIC,Brown coal,560944.369
04/03/2023 00:00,VIC,Gas,2415.446
04/03/2023 00:00,VIC,Hydro,36963.157
04/03/2023 00:00,VIC,Solar,30380.999
04/03/2023 00:00,VIC,Wind,222505.208
11/03/2023 00:00,NSW,Battery,515.348
11/03/2023 00:00,NSW,Black coal,730820.874
11/03/2023 00:00,NSW,Gas,70791.243
11/03/2023 00:00,NSW,Hydro,92122.848
11/03/2023 00:00,NSW,Liquid Fuel,65.2
11/03/2023 00:00,NSW,Solar,129637.296
11/03/2023 00:00,NSW,Wind,104711.837
11/03/2023 00:00,QLD,Battery,836.696
11/03/2023 00:00,QLD,Biomass,0
11/03/2023 00:00,QLD,Black coal,932546.11
11/03/2023 00:00,QLD,Gas,131275.152
11/03/2023 00:00,QLD,Hydro,29505.24
11/03/2023 00:00,QLD,Liquid Fuel,1745.818
11/03/2023 00:00,QLD,Solar,108928.045
11/03/2023 00:00,QLD,Wind,21425.557
11/03/2023 00:00,SA,Battery,1603.568
11/03/2023 00:00,SA,Gas,54335.555
11/03/2023 00:00,SA,Liquid Fuel,108.256
11/03/2023 00:00,SA,Solar,19901.534
11/03/2023 00:00,SA,Wind,85179.981
11/03/2023 00:00,TAS,Gas,1966.087
11/03/2023 00:00,TAS,Hydro,147198.776
11/03/2023 00:00,TAS,Wind,32919.813
11/03/2023 00:00,VIC,Battery,1759.347
11/03/2023 00:00,VIC,Brown coal,593008.784
11/03/2023 00:00,VIC,Gas,15379.063
11/03/2023 00:00,VIC,Hydro,25680.819
11/03/2023 00:00,VIC,Solar,39437.609
11/03/2023 00:00,VIC,Wind,175317.37
18/03/2023 00:00,NSW,Battery,315.791
18/03/2023 00:00,NSW,Black coal,713348.938
18/03/2023 00:00,NSW,Gas,61254.067
18/03/2023 00:00,NSW,Hydro,36319.539
18/03/2023 00:00,NSW,Liquid Fuel,1.725
18/03/2023 00:00,NSW,Solar,100928.709
18/03/2023 00:00,NSW,Wind,107794.462
18/03/2023 00:00,QLD,Battery,795.863
18/03/2023 00:00,QLD,Biomass,0
18/03/2023 00:00,QLD,Black coal,907999.98
18/03/2023 00:00,QLD,Gas,91191.579
18/03/2023 00:00,QLD,Hydro,29213.6
18/03/2023 00:00,QLD,Liquid Fuel,0
18/03/2023 00:00,QLD,Solar,115413.244
18/03/2023 00:00,QLD,Wind,46497.075
18/03/2023 00:00,SA,Battery,1128.859
18/03/2023 00:00,SA,Gas,58722.751
18/03/2023 00:00,SA,Liquid Fuel,1.873
18/03/2023 00:00,SA,Solar,17214.73
18/03/2023 00:00,SA,Wind,109615.9
18/03/2023 00:00,TAS,Gas,1782.818
18/03/2023 00:00,TAS,Hydro,134511.869
18/03/2023 00:00,TAS,Wind,17997.847
18/03/2023 00:00,VIC,Battery,1344.327
18/03/2023 00:00,VIC,Brown coal,615068.429
18/03/2023 00:00,VIC,Gas,7841.858
18/03/2023 00:00,VIC,Hydro,45681.98
18/03/2023 00:00,VIC,Solar,30011.467
18/03/2023 00:00,VIC,Wind,178627.75
25/03/2023 00:00,NSW,Battery,577.295
25/03/2023 00:00,NSW,Black coal,764569.182
25/03/2023 00:00,NSW,Gas,56369.721
25/03/2023 00:00,NSW,Hydro,38466.305
25/03/2023 00:00,NSW,Liquid Fuel,0
25/03/2023 00:00,NSW,Solar,78527.214
25/03/2023 00:00,NSW,Wind,93560.83
25/03/2023 00:00,QLD,Battery,1075.781
25/03/2023 00:00,QLD,Biomass,0
25/03/2023 00:00,QLD,Black coal,912099.245
25/03/2023 00:00,QLD,Gas,85441.197
25/03/2023 00:00,QLD,Hydro,29153.183
25/03/2023 00:00,QLD,Liquid Fuel,774.088
25/03/2023 00:00,QLD,Solar,96200.825
25/03/2023 00:00,QLD,Wind,25132.598
25/03/2023 00:00,SA,Battery,1452.909
25/03/2023 00:00,SA,Gas,89991.086
25/03/2023 00:00,SA,Liquid Fuel,6.652
25/03/2023 00:00,SA,Solar,16178.738
25/03/2023 00:00,SA,Wind,82847.379
25/03/2023 00:00,TAS,Gas,3201.628
25/03/2023 00:00,TAS,Hydro,159739.624
25/03/2023 00:00,TAS,Wind,29293.157
25/03/2023 00:00,VIC,Battery,1603.7
25/03/2023 00:00,VIC,Brown coal,570354.416
25/03/2023 00:00,VIC,Gas,47032.786
25/03/2023 00:00,VIC,Hydro,57149.207
25/03/2023 00:00,VIC,Solar,25289.702
25/03/2023 00:00,VIC,Wind,123707.316
01/04/2023 00:00,NSW,Battery,551.291
01/04/2023 00:00,NSW,Black coal,655526.173
01/04/2023 00:00,NSW,Gas,39606.346
01/04/2023 00:00,NSW,Hydro,40036.537
01/04/2023 00:00,NSW,Liquid Fuel,26.45
01/04/2023 00:00,NSW,Solar,90588.39
01/04/2023 00:00,NSW,Wind,111648.765
01/04/2023 00:00,QLD,Battery,1402.257
01/04/2023 00:00,QLD,Biomass,0
01/04/2023 00:00,QLD,Black coal,824875.803
01/04/2023 00:00,QLD,Gas,73148.322
01/04/2023 00:00,QLD,Hydro,32204.606
01/04/2023 00:00,QLD,Liquid Fuel,0
01/04/2023 00:00,QLD,Solar,103576.19
01/04/2023 00:00,QLD,Wind,24271.425
01/04/2023 00:00,SA,Battery,1298.501
01/04/2023 00:00,SA,Gas,66632.805
01/04/2023 00:00,SA,Liquid Fuel,23.186
01/04/2023 00:00,SA,Solar,16610.552
01/04/2023 00:00,SA,Wind,106579.403
01/04/2023 00:00,TAS,Gas,1213.286
01/04/2023 00:00,TAS,Hydro,158003.767
01/04/2023 00:00,TAS,Wind,21846.612
01/04/2023 00:00,VIC,Battery,1939.284
01/04/2023 00:00,VIC,Brown coal,621452.908
01/04/2023 00:00,VIC,Gas,13949.027
01/04/2023 00:00,VIC,Hydro,28131.55
01/04/2023 00:00,VIC,Solar,34303.416
01/04/2023 00:00,VIC,Wind,168680.891
08/04/2023 00:00,NSW,Battery,519.262
08/04/2023 00:00,NSW,Black coal,608402.285
08/04/2023 00:00,NSW,Gas,47173.8
08/04/2023 00:00,NSW,Hydro,44486.393
08/04/2023 00:00,NSW,Liquid Fuel,0
08/04/2023 00:00,NSW,Solar,89806.662
08/04/2023 00:00,NSW,Wind,108682.837
08/04/2023 00:00,QLD,Battery,1526.792
08/04/2023 00:00,QLD,Biomass,0
08/04/2023 00:00,QLD,Black coal,783666.672
08/04/2023 00:00,QLD,Gas,71355.184
08/04/2023 00:00,QLD,Hydro,29702.125
08/04/2023 00:00,QLD,Liquid Fuel,1476.39
08/04/2023 00:00,QLD,Solar,118117.318
08/04/2023 00:00,QLD,Wind,32835.862
08/04/2023 00:00,SA,Battery,1193.689
08/04/2023 00:00,SA,Gas,53466.412
08/04/2023 00:00,SA,Liquid Fuel,71.214
08/04/2023 00:00,SA,Solar,11896.797
08/04/2023 00:00,SA,Wind,150475.761
08/04/2023 00:00,TAS,Gas,1084.149
08/04/2023 00:00,TAS,Hydro,164007.996
08/04/2023 00:00,TAS,Wind,31183.924
08/04/2023 00:00,VIC,Battery,1953.239
08/04/2023 00:00,VIC,Brown coal,552550.742
08/04/2023 00:00,VIC,Gas,18484.062
08/04/2023 00:00,VIC,Hydro,23966.584
08/04/2023 00:00,VIC,Solar,23786.226
08/04/2023 00:00,VIC,Wind,208257.756
15/04/2023 00:00,NSW,Battery,633.555
15/04/2023 00:00,NSW,Black coal,658735.794
15/04/2023 00:00,NSW,Gas,60729.843
15/04/2023 00:00,NSW,Hydro,40475.114
15/04/2023 00:00,NSW,Liquid Fuel,0
15/04/2023 00:00,NSW,Solar,113126.927
15/04/2023 00:00,NSW,Wind,87451.605
15/04/2023 00:00,QLD,Battery,995.269
15/04/2023 00:00,QLD,Biomass,1.267
15/04/2023 00:00,QLD,Black coal,836253.66
15/04/2023 00:00,QLD,Gas,77406.176
15/04/2023 00:00,QLD,Hydro,28122.852
15/04/2023 00:00,QLD,Liquid Fuel,1317.298
15/04/2023 00:00,QLD,Solar,109005.559
15/04/2023 00:00,QLD,Wind,46051.114
15/04/2023 00:00,SA,Battery,1230.162
15/04/2023 00:00,SA,Gas,78971.052
15/04/2023 00:00,SA,Liquid Fuel,1033.566
15/04/2023 00:00,SA,Solar,19741.631
15/04/2023 00:00,SA,Wind,71910.051
15/04/2023 00:00,TAS,Gas,1643.374
15/04/2023 00:00,TAS,Hydro,187628.181
15/04/2023 00:00,TAS,Wind,44685.612
15/04/2023 00:00,VIC,Battery,2754.268
15/04/2023 00:00,VIC,Brown coal,572648.033
15/04/2023 00:00,VIC,Gas,29139.115
15/04/2023 00:00,VIC,Hydro,58950.301
15/04/2023 00:00,VIC,Solar,36647.856
15/04/2023 00:00,VIC,Wind,120791.236
22/04/2023 00:00,NSW,Battery,499.915
22/04/2023 00:00,NSW,Black coal,683250.92
22/04/2023 00:00,NSW,Gas,26262.04
22/04/2023 00:00,NSW,Hydro,63584.815
22/04/2023 00:00,NSW,Liquid Fuel,1.633
22/04/2023 00:00,NSW,Solar,96108.068
22/04/2023 00:00,NSW,Wind,104221.789
22/04/2023 00:00,QLD,Battery,99.938
22/04/2023 00:00,QLD,Biomass,0
22/04/2023 00:00,QLD,Black coal,818893.213
22/04/2023 00:00,QLD,Gas,75691.387
22/04/2023 00:00,QLD,Hydro,33400.588
22/04/2023 00:00,QLD,Liquid Fuel,0
22/04/2023 00:00,QLD,Solar,101967.106
22/04/2023 00:00,QLD,Wind,65184.425
22/04/2023 00:00,SA,Battery,1836.869
22/04/2023 00:00,SA,Gas,64975.609
22/04/2023 00:00,SA,Liquid Fuel,227.3
22/04/2023 00:00,SA,Solar,15159.983
22/04/2023 00:00,SA,Wind,123126.535
22/04/2023 00:00,TAS,Gas,2285.545
22/04/2023 00:00,TAS,Hydro,151264.864
22/04/2023 00:00,TAS,Wind,31704.432
22/04/2023 00:00,VIC,Battery,2718.515
22/04/2023 00:00,VIC,Brown coal,619978.153
22/04/2023 00:00,VIC,Gas,6987.879
22/04/2023 00:00,VIC,Hydro,15335.139
22/04/2023 00:00,VIC,Solar,31159.063
22/04/2023 00:00,VIC,Wind,176492.685
29/04/2023 00:00,NSW,Battery,677.024
29/04/2023 00:00,NSW,Black coal,786512.986
29/04/2023 00:00,NSW,Gas,55888.815
29/04/2023 00:00,NSW,Hydro,92098.349
29/04/2023 00:00,NSW,Liquid Fuel,9.192
29/04/2023 00:00,NSW,Solar,62326.974
29/04/2023 00:00,NSW,Wind,92887.644
29/04/2023 00:00,QLD,Battery,1262.338
29/04/2023 00:00,QLD,Biomass,0
29/04/2023 00:00,QLD,Black coal,791214.537
29/04/2023 00:00,QLD,Gas,119298.015
29/04/2023 00:00,QLD,Hydro,28198.504
29/04/2023 00:00,QLD,Liquid Fuel,305.084
